序号,招聘平台,岗位类型一级,岗位类型二级,岗位名称,岗位类型企业/公务员/事业单位/军队文职,公司名称,公司规模,所在省份,城市,详细地址,学历要求,经验要求,薪资范围,福利标签,工作内容,任职要求,岗位链接,发布时间,投递起始时间,投递截止时间,证书要求,备注（技能要求）,岗位类型一级,岗位类型二级,"岗位类型
企业/公务员/事业单位/军队文职"
4873,猎聘,能源/化工/环保,矿山,法务专家（矿业领域）,企业,某北京知名上市公司,1000-2000人,,北京,北京,硕士,5-10年,30-50k,,,,https://www.liepin.com/a/75622265.shtml,20260513141436.0,,,,,,,
4874,猎聘,能源/化工/环保,矿山,俄语翻译,企业,某电子/半导体/集成电路公司,500-999人,,北京,北京-海淀区,大专,3-5年,15-30k,,,,https://www.liepin.com/a/74508565.shtml,20260603132517.0,,,,,,,
4875,猎聘,能源/化工/环保,矿山,机械设备调试工程师,企业,某知名公司,5000-10000人,,北京,北京,本科,3-5年,30-45k,,,,https://www.liepin.com/a/75772765.shtml,20260518144128.0,,,,,,,
4876,猎聘,能源/化工/环保,矿山,电气系统工程师,企业,三一集团,10000人以上,,北京,北京-昌平区,统招本科,5-10年,25-50k,,,,https://www.liepin.com/job/1981642693.shtml,20260410100422.0,,,,,,,
4877,猎聘,能源/化工/环保,矿山,工程设备管理岗（驻印尼/俄罗斯）,企业,某知名公司,5000-10000人,,北京,北京,大专,经验不限,35-40k,,,,https://www.liepin.com/a/67590139.shtml,20260605190853.0,,,,,,,
4878,猎聘,能源/化工/环保,矿山,采购项目经理（选矿设备）,企业,某知名公司,50-99人,,北京,北京,本科,5-10年,20-30k·15薪,,,,https://www.liepin.com/a/76152525.shtml,20260602094101.0,,,,,,,
4879,猎聘,能源/化工/环保,矿山,海外销售经理（东北亚/东南亚）,企业,地源环球机械设备(北京)有限公司,1-49人,,北京,北京-大兴区,本科,5年以上,25-30k,,,,https://www.liepin.com/job/1973620869.shtml,20260515173110.0,,,,,,,
4880,猎聘,能源/化工/环保,矿山,海外微电网解决方案经理/售前经理-某千亿市值上市公司,企业,某北京石化上市公司,10000人以上,,北京,北京,统招本科,5-10年,25-50k,,,,https://www.liepin.com/a/75637277.shtml,20260514104626.0,,,,,,,
4881,猎聘,能源/化工/环保,矿山,感知算法负责人,企业,某知名公司,,,北京,北京,学历不限,经验不限,100-150k,,,,https://www.liepin.com/a/75817745.shtml,20260519135551.0,,,,,,,
4882,猎聘,能源/化工/环保,矿山,人力资源总监,企业,河南发恩德矿业有限公司,1000-2000人,,北京,北京,本科,10年以上,30-60k·14薪,,,,https://www.liepin.com/job/1930821593.shtml,20260524144556.0,,,,,,,
4883,猎聘,能源/化工/环保,矿山,【国企】葡语商务翻译(铁矿石、大宗方向）,企业,某沈阳大型人力资源服务公司,5000-10000人,,北京,北京,本科,1-3年,10-15k,,,,https://www.liepin.com/a/76241455.shtml,20260601095455.0,,,,,,,
4884,猎聘,能源/化工/环保,矿山,补能负责人,企业,某知名公司,100-499人,,北京,北京,本科,10年以上,75-100k,,,,https://www.liepin.com/a/75665147.shtml,20260514114756.0,,,,,,,
4885,猎聘,能源/化工/环保,矿山,安环部长（常驻津巴布韦）,企业,某国内环保上市公司,10000人以上,,北京,北京,学历不限,10年以上,60-80k,,,,https://www.liepin.com/a/75627461.shtml,20260608090827.0,,,,,,,
4886,猎聘,能源/化工/环保,矿山,采购经理,企业,某北京批发/零售公司,1-49人,,北京,北京-朝阳区,统招本科,5-10年,20-40k,,,,https://www.liepin.com/a/76462799.shtml,20260608084013.0,,,,,,,
4887,猎聘,能源/化工/环保,矿山,Tanco项目地质技术负责人,企业,某知名公司,1-49人,,北京,北京,学历不限,经验不限,70-85k,,,,https://www.liepin.com/a/74488019.shtml,20260608094158.0,,,,,,,
4888,猎聘,能源/化工/环保,矿山,环保工程师,企业,国城控股集团有限公司,5000-10000人,,北京,北京-丰台区,本科,5年以上,15-25k,,,,https://www.liepin.com/job/1982046847.shtml,20260608090222.0,,,,,,,
4889,猎聘,能源/化工/环保,矿山,猎头顾问-base可谈,企业,某人力资源服务公司,50-99人,,北京,北京-石景山区,学历不限,经验不限,8-13k,,,,https://www.liepin.com/a/76241085.shtml,20260606131441.0,,,,,,,
4890,猎聘,能源/化工/环保,矿山,地质工程师（海外）,企业,某国内新材料公司,1-49人,,北京,北京,本科,3-5年,30-40k,,,,https://www.liepin.com/a/75281353.shtml,20260518140852.0,,,,,,,
4891,猎聘,能源/化工/环保,矿山,工程设备岗,企业,某北京矿产开采上市公司,10000人以上,,北京,北京,大专,10年以上,30-40k·15薪,,,,https://www.liepin.com/a/73175633.shtml,20260417130724.0,,,,,,,
4892,猎聘,能源/化工/环保,矿山,解决方案总监,企业,东土科技,2000-5000人,,北京,北京-石景山区,本科,5-10年,20-50k,,,,https://www.liepin.com/job/1981250685.shtml,20260529143632.0,,,,,,,
4893,猎聘,能源/化工/环保,矿山,工程设备管理（base地俄罗斯）,企业,某知名公司,1-49人,,北京,北京,大专,1年以上,25-40k,,,,https://www.liepin.com/a/76443317.shtml,20260605102346.0,,,,,,,
4894,猎聘,能源/化工/环保,矿山,具身智能一号位,企业,某北京人工智能公司,50-99人,,北京,北京-海淀区,学历不限,5-10年,200-230k,,,,https://www.liepin.com/a/76011425.shtml,20260525140210.0,,,,,,,
4895,猎聘,能源/化工/环保,矿山,电气高级工程师,企业,国城控股集团有限公司,5000-10000人,,北京,北京-丰台区,本科,10年以上,30-60k,,,,https://www.liepin.com/job/1982046681.shtml,20260608090222.0,,,,,,,
4896,猎聘,能源/化工/环保,矿山,采购主管,企业,希尔威矿业,5000-10000人,,北京,北京-朝阳区,统招本科,5年以上,30-60k,,,,https://www.liepin.com/job/1982856455.shtml,20260601153012.0,,,,,,,
4897,猎聘,能源/化工/环保,矿山,SLAM算法工程师,企业,某大型知名人工智能公司,1000-2000人,,北京,北京-昌平区,统招本科,3-5年,30-60k·16薪,,,,https://www.liepin.com/a/75689771.shtml,20260520181904.0,,,,,,,
4898,猎聘,能源/化工/环保,矿山,研发项目经理,企业,某知名上市公司,10000人以上,,北京,北京-昌平区,统招本科,5-10年,40-65k·13薪,,,,https://www.liepin.com/a/74416019.shtml,20260607123055.0,,,,,,,
4899,猎聘,能源/化工/环保,矿山,金矿工程建设副总（非洲加纳）,企业,某北京矿产开采上市公司,5000-10000人,,北京,北京,统招本科,10年以上,120-150k,,,,https://www.liepin.com/a/75483873.shtml,20260607120234.0,,,,,,,
4900,猎聘,能源/化工/环保,矿山,技防专家,企业,某北京电子商务上市公司,10000人以上,,北京,北京,学历不限,10年以上,70-100k·15薪,,,,https://www.liepin.com/a/76352857.shtml,20260603113256.0,,,,,,,
4901,猎聘,能源/化工/环保,矿山,技术服务经理（地质勘查方向）,企业,赤峰吉隆黄金矿业集团股份有限公司,5000-10000人,,北京,北京-丰台区,本科,5年以上,薪资面议,,,,https://www.liepin.com/job/1982787177.shtml,20260522182530.0,,,,,,,
4902,猎聘,能源/化工/环保,矿山,工业软件销售,企业,某北京大型计算机软件公司,500-999人,,北京,北京,统招本科,3年以上,25-40k,,,,https://www.liepin.com/a/75645693.shtml,20260515105233.0,,,,,,,
4903,猎聘,能源/化工/环保,矿山,技术总工（地质方向）,企业,世纪金源集团,10000人以上,,北京,北京-海淀区,本科,10年以上,50-80k,,,,https://www.liepin.com/job/1982685075.shtml,20260519223406.0,,,,,,,
4904,猎聘,能源/化工/环保,矿山,业务域解决方案顾问（供应链、生产）,企业,某人工智能公司,100-499人,,北京,北京,学历不限,经验不限,30-35k,,,,https://www.liepin.com/a/76255719.shtml,20260601133427.0,,,,,,,
4905,猎聘,能源/化工/环保,矿山,财务主管/经理,企业,河南发恩德矿业有限公司,1000-2000人,,北京,北京-朝阳区,统招本科,5年以上,20-50k·14薪,,,,https://www.liepin.com/job/1975699859.shtml,20260524144556.0,,,,,,,
4906,猎聘,能源/化工/环保,矿山,环境/健康/安全管理,企业,某知名公司,5000-10000人,,北京,北京,本科,3-5年,30-50k,,,,https://www.liepin.com/a/76079359.shtml,20260526170700.0,,,,,,,
4907,猎聘,能源/化工/环保,矿山,研发项目经理,企业,某北京知名公司,10000人以上,,北京,北京,本科,经验不限,40-60k,,,,https://www.liepin.com/a/75911247.shtml,20260521142435.0,,,,,,,
4908,猎聘,能源/化工/环保,矿山,跨国矿业公司-高级采购专员,企业,某咨询服务公司,1-49人,,北京,北京,大专,3-5年,25-35k,,,,https://www.liepin.com/a/76342825.shtml,20260603094329.0,,,,,,,
4909,猎聘,能源/化工/环保,矿山,完工工程师,企业,某国内大型石化公司,5000-10000人,,北京,北京,大专,5-10年,20-40k,,,,https://www.liepin.com/a/75863967.shtml,20260520133420.0,,,,,,,
4910,猎聘,能源/化工/环保,矿山,环保工程师,企业,北京江河惠远科技有限公司,100-499人,,北京,北京-海淀区,统招本科,2年以上,13-20k,,,,https://www.liepin.com/job/1980172731.shtml,20260430104933.0,,,,,,,
4911,猎聘,能源/化工/环保,矿山,总经理,企业,某北京工程施工公司,100-499人,,北京,北京-海淀区,本科,10年以上,70-85k,,,,https://www.liepin.com/a/75659537.shtml,20260514104547.0,,,,,,,
4912,猎聘,能源/化工/环保,矿山, ELS现场调试岗（机械）海外,企业,某北京矿产开采上市公司,10000人以上,,北京,北京,本科,5-10年,45-50k,,,,https://www.liepin.com/a/73139871.shtml,20260520075051.0,,,,,,,
4913,猎聘,能源/化工/环保,矿山,完工工程师,企业,某北京矿产开采上市公司,10000人以上,,北京,北京,大专,3-5年,40-50k,,,,https://www.liepin.com/a/75690875.shtml,20260605232141.0,,,,,,,
4914,猎聘,能源/化工/环保,矿山,副总经理（地质方向）,企业,北京新华联资源开发有限公司,100-499人,,北京,北京-通州区,本科,10年以上,50-80k,,,,https://www.liepin.com/job/1975902197.shtml,20260506093225.0,,,,,,,
4915,猎聘,能源/化工/环保,矿山,出海业务负责人（无人矿卡）,企业,某北京其他商务服务业公司,,,北京,北京,本科,10年以上,50-60k,,,,https://www.liepin.com/a/75526791.shtml,20260511160305.0,,,,,,,
4916,猎聘,能源/化工/环保,矿山,总裁助理,企业,某大连批发/零售公司,100-499人,,北京,北京-海淀区,本科,5-10年,30-50k,,,,https://www.liepin.com/a/75129409.shtml,20260608112727.0,,,,,,,
4917,猎聘,能源/化工/环保,矿山,C++(v2v方向）,企业,踏歌智行,100-499人,,北京,北京-海淀区,本科,5年以上,35-65k·15薪,,,,https://www.liepin.com/job/1982682523.shtml,20260519190554.0,,,,,,,
4918,猎聘,能源/化工/环保,矿山,矿业平台总经理,企业,北京杨门匠人文化传播有限公司,1-49人,,北京,北京-通州区,本科,10年以上,30-50k,,,,https://www.liepin.com/job/1982778015.shtml,20260522152912.0,,,,,,,
4919,猎聘,能源/化工/环保,矿山,会计总监,企业,北京高维视界科技有限责任公司,1-49人,,北京,北京-东城区,统招本科,5-10年,30-60k,,,,https://www.liepin.com/job/1983078539.shtml,20260602163100.0,,,,,,,
4920,猎聘,能源/化工/环保,矿山,HPAL Processing Superintendent冶炼工艺主管,企业,深圳市默青实业有限公司,1-49人,,北京,北京-朝阳区,大专,5-10年,薪资面议,,,,https://www.liepin.com/job/1982938569.shtml,20260528103235.0,,,,,,,
4921,猎聘,能源/化工/环保,矿山,设备副总,企业,金诚信,10000人以上,,北京,北京-丰台区,本科,10年以上,50-70k,,,,https://www.liepin.com/job/1971939865.shtml,20250115100858.0,,,,,,,
4922,猎聘,能源/化工/环保,矿山,海外销售经理,企业,某轨道交通/船舶设备公司,5000-10000人,,北京,北京-大兴区,本科,5-10年,20-40k,,,,https://www.liepin.com/a/76194115.shtml,20260529103440.0,,,,,,,
4923,猎聘,能源/化工/环保,矿山,销售经理（智慧消防方向软硬件）,企业,某合肥互联网公司,100-499人,,北京,北京,统招本科,3-5年,13-20k,,,,https://www.liepin.com/a/74510665.shtml,20260608093312.0,,,,,,,
4924,猎聘,能源/化工/环保,矿山,销售经理（全国一二线城市均有岗）,企业,某国内新零售公司,100-499人,,北京,北京,学历不限,经验不限,10-15k,,,,https://www.liepin.com/a/75741179.shtml,20260517104725.0,,,,,,,
4925,猎聘,能源/化工/环保,矿山,出海负责人,企业,金茂智慧交通科技有限公司北京分公司,100-499人,,北京,北京-朝阳区,本科,8年以上,40-70k,,,,https://www.liepin.com/job/1982816507.shtml,20260525104005.0,,,,,,,
4926,猎聘,能源/化工/环保,矿山,选矿工程师,企业,某北京专业技术服务公司,100-499人,,北京,北京,学历不限,10年以上,30-35k,,,,https://www.liepin.com/a/76266065.shtml,20260608134311.0,,,,,,,
4927,猎聘,能源/化工/环保,矿山,设备管理（常驻海外）,企业,某知名公司,5000-10000人,,北京,北京,大专,经验不限,20-35k,,,,https://www.liepin.com/a/76420781.shtml,20260604161141.0,,,,,,,
4928,猎聘,能源/化工/环保,矿山,财务经理（接受外派）,企业,中国华建投资控股有限公司,5000-10000人,,北京,北京-朝阳区,本科,5-10年,15-25k·13薪,,,,https://www.liepin.com/job/1983039011.shtml,20260601162146.0,,,,,,,
4929,猎聘,能源/化工/环保,矿山,法务专家（营收200亿+多元化集团+看重矿产行业经验）,企业,某国内矿产开采上市公司,5000-10000人,,北京,北京-朝阳区,硕士,5-10年,30-60k,,,,https://www.liepin.com/a/75779269.shtml,20260602114623.0,,,,,,,
4930,猎聘,能源/化工/环保,矿山,规控算法（自动驾驶）上市500强企业,企业,某大型知名机械/设备公司,10000人以上,,北京,北京-昌平区,硕士,5-10年,40-70k·16薪,,,,https://www.liepin.com/a/75830313.shtml,20260519165010.0,,,,,,,
4931,猎聘,能源/化工/环保,矿山,China BD Manager ,企业,某欧美化工外企,100-499人,,北京,北京,学历不限,6年以上,30-50k·16薪,,,,https://www.liepin.com/a/75533951.shtml,20260527110707.0,,,,,,,
4932,猎聘,能源/化工/环保,矿山,工程设备管理岗（吊装、叉车等/海外工程）,企业,某知名公司,5000-10000人,,北京,北京,学历不限,5-10年,25-40k,,,,https://www.liepin.com/a/73120007.shtml,20260608133915.0,,,,,,,
4933,猎聘,能源/化工/环保,矿山,产品经理（生产调度）,企业,某北京计算机软件公司,100-499人,,北京,北京,硕士,3-5年,30-45k·15薪,,,,https://www.liepin.com/a/76345835.shtml,20260603101252.0,,,,,,,
4934,猎聘,能源/化工/环保,矿山,采购资深/高级经理/经理/主管,企业,上商控股,100-499人,,北京,北京-丰台区,大专,5年以上,20-40k,,,,https://www.liepin.com/job/1978706783.shtml,20260608090853.0,,,,,,,
4935,猎聘,能源/化工/环保,矿山,内部审计经理,企业,盛达金属资源股份有限公司,2000-5000人,,北京,北京-丰台区,统招本科,10年以上,20-35k,,,,https://www.liepin.com/job/1975697299.shtml,20260518165422.0,,,,,,,
4936,猎聘,能源/化工/环保,矿山,商务经理,企业,中冶铜锌,2000-5000人,,北京,北京-朝阳区,统招本科,3年以上,10-30k,,,,https://www.liepin.com/job/1979581605.shtml,20260106170927.0,,,,,,,
4937,猎聘,能源/化工/环保,矿山,矿业律师,企业,某国内矿产开采上市公司,5000-10000人,,北京,北京,学历不限,经验不限,50-80k,,,,https://www.liepin.com/a/72309081.shtml,20260430102744.0,,,,,,,
4938,猎聘,能源/化工/环保,矿山,设备管理,企业,某北京批发/零售上市公司,5000-10000人,,北京,北京,统招本科,5-10年,20-40k,,,,https://www.liepin.com/a/75943477.shtml,20260527143735.0,,,,,,,
4939,猎聘,能源/化工/环保,矿山,决策规划算法工程师【北京海淀，河南郑州】,企业,某北京大型专业技术服务公司,500-999人,,北京,北京-海淀区,硕士,5年以上,30-50k,,,,https://www.liepin.com/a/74800987.shtml,20260519145428.0,,,,,,,
4940,猎聘,能源/化工/环保,矿山,外派财务总监（海外）,企业,某北京矿产开采上市公司,10000人以上,,北京,北京-朝阳区,本科,5-10年,30-50k,,,,https://www.liepin.com/a/75474415.shtml,20260520075051.0,,,,,,,
4941,猎聘,能源/化工/环保,矿山,地质工程师（总工）,企业,北京新华联资源开发有限公司,100-499人,,北京,北京-通州区,本科,10年以上,40-70k,,,,https://www.liepin.com/job/1981586559.shtml,20260602134414.0,,,,,,,
4942,猎聘,能源/化工/环保,矿山,决策规划算法工程师,企业,某北京大型专业技术服务公司,500-999人,,北京,北京,硕士,5年以上,60-90k,,,,https://www.liepin.com/a/74698419.shtml,20260519145428.0,,,,,,,
4943,猎聘,能源/化工/环保,矿山,自动化工程师（矿山自动化智能化方向,企业,某国内大型电气机械/器材公司,10000人以上,,上海,上海,统招本科,3-5年,15-25k,,,,https://www.liepin.com/a/75572857.shtml,20260512143944.0,,,,,,,
4944,猎聘,能源/化工/环保,矿山,矿山机械设计工程师（偏技术支持）,企业,某上海贸易进出口公司,50-99人,,上海,上海,统招本科,5-10年,15-30k·13薪,,,,https://www.liepin.com/a/75055817.shtml,20260601102429.0,,,,,,,
4945,猎聘,能源/化工/环保,矿山,矿山设备技术经理,企业,某国内机械/设备公司,100-499人,,上海,上海,大专,5年以上,25-40k,,,,https://www.liepin.com/a/74730459.shtml,20260416155240.0,,,,,,,
4946,猎聘,能源/化工/环保,矿山,销售总监（矿山设备销售+商务英语口语过关）,企业,某西安人力资源服务公司,100-499人,,上海,上海,统招本科,5-10年,50-80k,,,,https://www.liepin.com/a/75897839.shtml,20260521102826.0,,,,,,,
